Victim_ID,Event_Timepoint,T_minus,behaviour_risk,Engagement_Deviation,Missed_Checkin
V0253,15,1,0.1481,-0.173,0
V0253,15,0,0.1754,-0.082,0
V0253,17,7,0.10220000000000001,-0.326,0
V0253,17,6,0.14930000000000002,-0.169,0
V0253,17,5,0.11180000000000002,-0.294,0
V0253,17,4,0.07490000000000002,-0.417,0
V0253,17,3,0.1481,-0.173,0
V0253,17,2,0.1754,-0.082,0
V0253,17,1,0.14090000000000003,-0.197,0
V0253,17,0,0.13730000000000003,-0.209,0
V0253,19,7,0.11180000000000002,-0.294,0
V0253,19,6,0.07490000000000002,-0.417,0
V0253,19,5,0.1481,-0.173,0
V0253,19,4,0.1754,-0.082,0
V0253,19,3,0.14090000000000003,-0.197,0
V0253,19,2,0.13730000000000003,-0.209,0
V0253,19,1,0.08420000000000001,-0.386,0
V0253,19,0,0.07730000000000002,-0.409,0
V0255,19,7,0.16010000000000002,-0.133,0
V0255,19,6,0.10160000000000001,-0.328,0
V0255,19,5,0.125,-0.25,0
V0255,19,4,0.024500000000000022,-0.585,0
V0255,19,3,0.07940000000000001,-0.402,0
V0255,19,2,0.1034,-0.322,0
V0255,19,1,0.098,-0.34,0
V0255,19,0,0.07370000000000002,-0.421,0
V0255,22,7,0.024500000000000022,-0.585,0
V0255,22,6,0.07940000000000001,-0.402,0
V0255,22,5,0.1034,-0.322,0
V0255,22,4,0.098,-0.34,0
V0255,22,3,0.07370000000000002,-0.421,0
V0255,22,2,0.08510000000000001,-0.383,0
V0255,22,1,0.08270000000000001,-0.391,0
V0255,22,0,0.05300000000000002,-0.49,0
V0256,5,4,0.07100000000000001,-0.43,0
V0256,5,3,0.10160000000000001,-0.328,0
V0256,5,2,0.116,-0.28,0
V0256,5,1,0.14420000000000002,-0.186,0
V0256,5,0,0.11330000000000003,-0.289,0
V0257,4,3,0.18230000000000002,-0.059,0
V0257,4,2,0.21680000000000002,0.056,0
V0257,4,1,0.2132,0.044,0
V0257,4,0,0.2348,0.116,0
V0258,16,7,0.2222,0.074,0
V0258,16,6,0.2039,0.013,0
V0258,16,5,0.1514,-0.162,0
V0258,16,4,0.2579,0.193,0
V0258,16,3,0.2306,0.102,0
V0258,16,2,0.16610000000000003,-0.113,0
V0258,16,1,0.449,-0.17,1
V0258,16,0,0.1169,-0.277,0
V0258,17,7,0.2039,0.013,0
V0258,17,6,0.1514,-0.162,0
V0258,17,5,0.2579,0.193,0
V0258,17,4,0.2306,0.102,0
V0258,17,3,0.16610000000000003,-0.113,0
V0258,17,2,0.449,-0.17,1
V0258,17,1,0.1169,-0.277,0
V0258,17,0,0.1778,-0.074,0
V0258,18,7,0.1514,-0.162,0
V0258,18,6,0.2579,0.193,0
V0258,18,5,0.2306,0.102,0
V0258,18,4,0.16610000000000003,-0.113,0
V0258,18,3,0.449,-0.17,1
V0258,18,2,0.1169,-0.277,0
V0258,18,1,0.1778,-0.074,0
V0258,18,0,0.13640000000000002,-0.212,0
V0258,20,7,0.2306,0.102,0
V0258,20,6,0.16610000000000003,-0.113,0
V0258,20,5,0.449,-0.17,1
V0258,20,4,0.1169,-0.277,0
V0258,20,3,0.1778,-0.074,0
V0258,20,2,0.13640000000000002,-0.212,0
V0258,20,1,0.137,-0.21,0
V0258,20,0,0.065,-0.45,0
V0260,8,7,0.2258,0.086,0
V0260,8,6,0.20270000000000002,0.009,0
V0260,8,5,0.2531,0.177,0
V0260,8,4,0.2378,0.126,0
V0260,8,3,0.24230000000000002,0.141,0
V0260,8,2,0.5258,0.086,1
V0260,8,1,0.21500000000000002,0.05,0
V0260,8,0,0.22310000000000002,0.077,0
V0262,14,7,0.4577,-0.141,1
V0262,14,6,0.19310000000000002,-0.023,0
V0262,14,5,0.16940000000000002,-0.102,0
V0262,14,4,0.1718,-0.094,0
V0262,14,3,0.4226,-0.258,1
V0262,14,2,0.161,-0.13,0
V0262,14,1,0.11240000000000001,-0.292,0
V0262,14,0,0.21080000000000002,0.036,0
V0262,16,7,0.16940000000000002,-0.102,0
V0262,16,6,0.1718,-0.094,0
V0262,16,5,0.4226,-0.258,1
V0262,16,4,0.161,-0.13,0
V0262,16,3,0.11240000000000001,-0.292,0
V0262,16,2,0.21080000000000002,0.036,0
V0262,16,1,0.19790000000000002,-0.007,0
V0262,16,0,0.13730000000000003,-0.209,0
V0262,20,7,0.11240000000000001,-0.292,0
V0262,20,6,0.21080000000000002,0.036,0
V0262,20,5,0.19790000000000002,-0.007,0
V0262,20,4,0.13730000000000003,-0.209,0
V0262,20,3,0.1835,-0.055,0
V0262,20,2,0.10910000000000002,-0.303,0
V0262,20,1,0.10280000000000002,-0.324,0
V0262,20,0,0.14120000000000002,-0.196,0
V0262,21,7,0.21080000000000002,0.036,0
V0262,21,6,0.19790000000000002,-0.007,0
V0262,21,5,0.13730000000000003,-0.209,0
V0262,21,4,0.1835,-0.055,0
V0262,21,3,0.10910000000000002,-0.303,0
V0262,21,2,0.10280000000000002,-0.324,0
V0262,21,1,0.14120000000000002,-0.196,0
V0262,21,0,0.1325,-0.225,0
V0262,22,7,0.19790000000000002,-0.007,0
V0262,22,6,0.13730000000000003,-0.209,0
V0262,22,5,0.1835,-0.055,0
V0262,22,4,0.10910000000000002,-0.303,0
V0262,22,3,0.10280000000000002,-0.324,0
V0262,22,2,0.14120000000000002,-0.196,0
V0262,22,1,0.1325,-0.225,0
V0262,22,0,0.11240000000000001,-0.292,0
V0262,23,7,0.13730000000000003,-0.209,0
V0262,23,6,0.1835,-0.055,0
V0262,23,5,0.10910000000000002,-0.303,0
V0262,23,4,0.10280000000000002,-0.324,0
V0262,23,3,0.14120000000000002,-0.196,0
V0262,23,2,0.1325,-0.225,0
V0262,23,1,0.11240000000000001,-0.292,0
V0262,23,0,0.0695,-0.435,0
V0264,18,7,0.21500000000000002,0.05,0
V0264,18,6,0.1361,-0.213,0
V0264,18,5,0.16640000000000002,-0.112,0
V0264,18,4,0.1544,-0.152,0
V0264,18,3,0.21080000000000002,0.036,0
V0264,18,2,0.19640000000000002,-0.012,0
V0264,18,1,0.19640000000000002,-0.012,0
V0264,18,0,0.1874,-0.042,0
V0268,15,7,0.2096,0.032,0
V0268,15,6,0.22190000000000001,0.073,0
V0268,15,5,0.1418,-0.194,0
V0268,15,4,0.1763,-0.079,0
V0268,15,3,0.1832,-0.056,0
V0268,15,2,0.19790000000000002,-0.007,0
V0268,15,1,0.15530000000000002,-0.149,0
V0268,15,0,0.16040000000000001,-0.132,0
V0269,23,7,0.13880000000000003,-0.204,0
V0269,23,6,0.1511,-0.163,0
V0269,23,5,0.12200000000000001,-0.26,0
V0269,23,4,0.1658,-0.114,0
V0269,23,3,0.1502,-0.166,0
V0269,23,2,0.1496,-0.168,0
V0269,23,1,0.4508,-0.164,1
V0269,23,0,0.1004,-0.332,0
V0272,8,7,0.16910000000000003,-0.103,0
V0272,8,6,0.21050000000000002,0.035,0
V0272,8,5,0.15680000000000002,-0.144,0
V0272,8,4,0.11210000000000002,-0.293,0
V0272,8,3,0.1643,-0.119,0
V0272,8,2,0.10970000000000002,-0.301,0
V0272,8,1,0.13640000000000002,-0.212,0
V0272,8,0,0.1865,-0.045,0
V0272,19,7,0.11090000000000001,-0.297,0
V0272,19,6,0.09350000000000001,-0.355,0
V0272,19,5,0.10160000000000001,-0.328,0
V0272,19,4,0.07760000000000003,-0.408,0
V0272,19,3,0.08030000000000001,-0.399,0
V0272,19,2,0.3857,-0.381,1
V0272,19,1,0.08090000000000001,-0.397,0
V0272,19,0,0.4343,-0.219,1
V0272,23,7,0.08030000000000001,-0.399,0
V0272,23,6,0.3857,-0.381,1
V0272,23,5,0.08090000000000001,-0.397,0
V0272,23,4,0.4343,-0.219,1
V0272,23,3,0.0446,-0.518,0
V0272,23,2,0.0476,-0.508,0
V0272,23,1,0.08930000000000002,-0.369,0
V0272,23,0,0.3458,-0.514,1
V0273,10,7,0.1748,-0.084,0
V0273,10,6,0.2141,0.047,0
V0273,10,5,0.20420000000000002,0.014,0
V0273,10,4,0.16160000000000002,-0.128,0
V0273,10,3,0.1904,-0.032,0
V0273,10,2,0.11750000000000001,-0.275,0
V0273,10,1,0.14090000000000003,-0.197,0
V0273,10,0,0.1763,-0.079,0
V0273,11,7,0.2141,0.047,0
V0273,11,6,0.20420000000000002,0.014,0
V0273,11,5,0.16160000000000002,-0.128,0
V0273,11,4,0.1904,-0.032,0
V0273,11,3,0.11750000000000001,-0.275,0
V0273,11,2,0.14090000000000003,-0.197,0
V0273,11,1,0.1763,-0.079,0
V0273,11,0,0.1391,-0.203,0
V0273,17,7,0.1763,-0.079,0
V0273,17,6,0.1391,-0.203,0
V0273,17,5,0.3953,-0.349,1
V0273,17,4,0.07460000000000003,-0.418,0
V0273,17,3,0.042800000000000005,-0.524,0
V0273,17,2,0.05750000000000002,-0.475,0
V0273,17,1,0.09560000000000002,-0.348,0
V0273,17,0,0.10370000000000001,-0.321,0
V0273,18,7,0.1391,-0.203,0
V0273,18,6,0.3953,-0.349,1
V0273,18,5,0.07460000000000003,-0.418,0
V0273,18,4,0.042800000000000005,-0.524,0
V0273,18,3,0.05750000000000002,-0.475,0
V0273,18,2,0.09560000000000002,-0.348,0
V0273,18,1,0.10370000000000001,-0.321,0
V0273,18,0,0.323,-0.59,1
V0273,19,7,0.3953,-0.349,1
V0273,19,6,0.07460000000000003,-0.418,0
V0273,19,5,0.042800000000000005,-0.524,0
V0273,19,4,0.05750000000000002,-0.475,0
V0273,19,3,0.09560000000000002,-0.348,0
V0273,19,2,0.10370000000000001,-0.321,0
V0273,19,1,0.323,-0.59,1
V0273,19,0,0.05780000000000002,-0.474,0
V0273,20,7,0.07460000000000003,-0.418,0
V0273,20,6,0.042800000000000005,-0.524,0
V0273,20,5,0.05750000000000002,-0.475,0
V0273,20,4,0.09560000000000002,-0.348,0
V0273,20,3,0.10370000000000001,-0.321,0
V0273,20,2,0.323,-0.59,1
V0273,20,1,0.05780000000000002,-0.474,0
V0273,20,0,0.09380000000000002,-0.354,0
V0273,22,7,0.05750000000000002,-0.475,0
V0273,22,6,0.09560000000000002,-0.348,0
V0273,22,5,0.10370000000000001,-0.321,0
V0273,22,4,0.323,-0.59,1
V0273,22,3,0.05780000000000002,-0.474,0
V0273,22,2,0.09380000000000002,-0.354,0
V0273,22,1,0.06680000000000003,-0.444,0
V0273,22,0,0.07700000000000003,-0.41,0
V0273,23,7,0.09560000000000002,-0.348,0
V0273,23,6,0.10370000000000001,-0.321,0
V0273,23,5,0.323,-0.59,1
V0273,23,4,0.05780000000000002,-0.474,0
V0273,23,3,0.09380000000000002,-0.354,0
V0273,23,2,0.06680000000000003,-0.444,0
V0273,23,1,0.07700000000000003,-0.41,0
V0273,23,0,0.056900000000000034,-0.477,0
V0276,16,7,0.2039,0.013,0
V0276,16,6,0.4979,-0.007,1
V0276,16,5,0.19460000000000002,-0.018,0
V0276,16,4,0.4895,-0.035,1
V0276,16,3,0.15710000000000002,-0.143,0
V0276,16,2,0.1502,-0.166,0
V0276,16,1,0.0974,-0.342,0
V0276,16,0,0.08360000000000001,-0.388,0
V0276,17,7,0.4979,-0.007,1
V0276,17,6,0.19460000000000002,-0.018,0
V0276,17,5,0.4895,-0.035,1
V0276,17,4,0.15710000000000002,-0.143,0
V0276,17,3,0.1502,-0.166,0
V0276,17,2,0.0974,-0.342,0
V0276,17,1,0.08360000000000001,-0.388,0
V0276,17,0,0.11480000000000003,-0.284,0
V0276,22,7,0.0974,-0.342,0
V0276,22,6,0.08360000000000001,-0.388,0
V0276,22,5,0.11480000000000003,-0.284,0
V0276,22,4,0.08690000000000002,-0.377,0
V0276,22,3,0.08900000000000001,-0.37,0
V0276,22,2,0.065,-0.45,0
V0276,22,1,0.06830000000000003,-0.439,0
V0276,22,0,0.05720000000000003,-0.476,0
V0276,23,7,0.08360000000000001,-0.388,0
V0276,23,6,0.11480000000000003,-0.284,0
V0276,23,5,0.08690000000000002,-0.377,0
V0276,23,4,0.08900000000000001,-0.37,0
V0276,23,3,0.065,-0.45,0
V0276,23,2,0.06830000000000003,-0.439,0
V0276,23,1,0.05720000000000003,-0.476,0
V0276,23,0,0.05210000000000001,-0.493,0
V0277,12,7,0.13430000000000003,-0.219,0
V0277,12,6,0.08750000000000002,-0.375,0
V0277,12,5,0.08960000000000001,-0.368,0
V0277,12,4,0.08480000000000001,-0.384,0
V0277,12,3,0.09320000000000002,-0.356,0
V0277,12,2,0.128,-0.24,0
V0277,12,1,0.161,-0.13,0
V0277,12,0,0.11450000000000002,-0.285,0
V0280,22,7,0.2858,0.286,0
V0280,22,6,0.2006,0.002,0
V0280,22,5,0.16670000000000001,-0.111,0
V0280,22,4,0.16670000000000001,-0.111,0
V0280,22,3,0.1892,-0.036,0
V0280,22,2,0.1331,-0.223,0
V0280,22,1,0.10970000000000002,-0.301,0
V0280,22,0,0.1562,-0.146,0
V0281,11,7,0.2843,0.281,0
V0281,11,6,0.1715,-0.095,0
V0281,11,5,0.1589,-0.137,0
V0281,11,4,0.17270000000000002,-0.091,0
V0281,11,3,0.1406,-0.198,0
V0281,11,2,0.2132,0.044,0
V0281,11,1,0.15680000000000002,-0.144,0
V0281,11,0,0.1532,-0.156,0
V0281,17,7,0.15680000000000002,-0.144,0
V0281,17,6,0.1532,-0.156,0
V0281,17,5,0.10940000000000001,-0.302,0
V0281,17,4,0.12830000000000003,-0.239,0
V0281,17,3,0.13670000000000002,-0.211,0
V0281,17,2,0.1376,-0.208,0
V0281,17,1,0.1781,-0.073,0
V0281,17,0,0.17900000000000002,-0.07,0
V0282,9,7,0.05210000000000001,-0.493,0
V0282,9,6,0.10640000000000001,-0.312,0
V0282,9,5,0.2777,-0.741,1
V0282,9,4,0.06620000000000001,-0.446,0
V0282,9,3,0.11390000000000002,-0.287,0
V0282,9,2,0.10160000000000001,-0.328,0
V0282,9,1,0.026900000000000035,-0.577,0
V0282,9,0,0.047000000000000014,-0.51,0
V0286,7,6,0.2657,0.219,0
V0286,7,5,0.24710000000000001,0.157,0
V0286,7,4,0.20420000000000002,0.014,0
V0286,7,3,0.20450000000000002,0.015,0
V0286,7,2,0.2273,0.091,0
V0286,7,1,0.16010000000000002,-0.133,0
V0286,7,0,0.14240000000000003,-0.192,0
V0286,8,7,0.2657,0.219,0
V0286,8,6,0.24710000000000001,0.157,0
V0286,8,5,0.20420000000000002,0.014,0
V0286,8,4,0.20450000000000002,0.015,0
V0286,8,3,0.2273,0.091,0
V0286,8,2,0.16010000000000002,-0.133,0
V0286,8,1,0.14240000000000003,-0.192,0
V0286,8,0,0.1532,-0.156,0
V0286,14,7,0.14240000000000003,-0.192,0
V0286,14,6,0.1532,-0.156,0
V0286,14,5,0.0821,-0.393,0
V0286,14,4,0.4037,-0.321,1
V0286,14,3,0.06980000000000003,-0.434,0
V0286,14,2,0.08300000000000002,-0.39,0
V0286,14,1,0.08360000000000001,-0.388,0
V0286,14,0,0.14840000000000003,-0.172,0
V0286,15,7,0.1532,-0.156,0
V0286,15,6,0.0821,-0.393,0
V0286,15,5,0.4037,-0.321,1
V0286,15,4,0.06980000000000003,-0.434,0
V0286,15,3,0.08300000000000002,-0.39,0
V0286,15,2,0.08360000000000001,-0.388,0
V0286,15,1,0.14840000000000003,-0.172,0
V0286,15,0,0.09920000000000001,-0.336,0
V0286,17,7,0.4037,-0.321,1
V0286,17,6,0.06980000000000003,-0.434,0
V0286,17,5,0.08300000000000002,-0.39,0
V0286,17,4,0.08360000000000001,-0.388,0
V0286,17,3,0.14840000000000003,-0.172,0
V0286,17,2,0.09920000000000001,-0.336,0
V0286,17,1,0.125,-0.25,0
V0286,17,0,0.09860000000000001,-0.338,0
V0286,20,7,0.08360000000000001,-0.388,0
V0286,20,6,0.14840000000000003,-0.172,0
V0286,20,5,0.09920000000000001,-0.336,0
V0286,20,4,0.125,-0.25,0
V0286,20,3,0.09860000000000001,-0.338,0
V0286,20,2,0.13190000000000002,-0.227,0
V0286,20,1,0.06920000000000001,-0.436,0
V0286,20,0,0.10460000000000001,-0.318,0
V0292,8,7,0.14570000000000002,-0.181,0
V0292,8,6,0.1376,-0.208,0
V0292,8,5,0.164,-0.12,0
V0292,8,4,0.14420000000000002,-0.186,0
V0292,8,3,0.18080000000000002,-0.064,0
V0292,8,2,0.1481,-0.173,0
V0292,8,1,0.1811,-0.063,0
V0292,8,0,0.09500000000000001,-0.35,0
V0292,15,7,0.09500000000000001,-0.35,0
V0292,15,6,0.1301,-0.233,0
V0292,15,5,0.1685,-0.105,0
V0292,15,4,0.1514,-0.162,0
V0292,15,3,0.1799,-0.067,0
V0292,15,2,0.08900000000000001,-0.37,0
V0292,15,1,0.1826,-0.058,0
V0292,15,0,0.1433,-0.189,0
V0292,23,7,0.05030000000000001,-0.499,0
V0292,23,6,0.038599999999999995,-0.538,0
V0292,23,5,0.024500000000000022,-0.585,0
V0292,23,4,0.037099999999999994,-0.543,0
V0292,23,3,0.3398,-0.534,1
V0292,23,2,0.0632,-0.456,0
V0292,23,1,0.05450000000000002,-0.485,0
V0292,23,0,0.0416,-0.528,0
V0293,23,7,0.1322,-0.226,0
V0293,23,6,0.1922,-0.026,0
V0293,23,5,0.14,-0.2,0
V0293,23,4,0.4925,-0.025,1
V0293,23,3,0.1658,-0.114,0
V0293,23,2,0.23270000000000002,0.109,0
V0293,23,1,0.1724,-0.092,0
V0293,23,0,0.13820000000000002,-0.206,0
V0294,16,7,0.1322,-0.226,0
V0294,16,6,0.1163,-0.279,0
V0294,16,5,0.09560000000000002,-0.348,0
V0294,16,4,0.09320000000000002,-0.356,0
V0294,16,3,0.09980000000000001,-0.334,0
V0294,16,2,0.1337,-0.221,0
V0294,16,1,0.09830000000000001,-0.339,0
V0294,16,0,0.05540000000000003,-0.482,0
V0294,19,7,0.09320000000000002,-0.356,0
V0294,19,6,0.09980000000000001,-0.334,0
V0294,19,5,0.1337,-0.221,0
V0294,19,4,0.09830000000000001,-0.339,0
V0294,19,3,0.05540000000000003,-0.482,0
V0294,19,2,0.05930000000000002,-0.469,0
V0294,19,1,0.07220000000000001,-0.426,0
V0294,19,0,0.09350000000000001,-0.355,0
V0294,21,7,0.1337,-0.221,0
V0294,21,6,0.09830000000000001,-0.339,0
V0294,21,5,0.05540000000000003,-0.482,0
V0294,21,4,0.05930000000000002,-0.469,0
V0294,21,3,0.07220000000000001,-0.426,0
V0294,21,2,0.09350000000000001,-0.355,0
V0294,21,1,0.065,-0.45,0
V0294,21,0,0.35450000000000004,-0.485,1
V0295,10,7,0.025400000000000034,-0.582,0
V0295,10,6,0.026900000000000035,-0.577,0
V0295,10,5,0.07940000000000001,-0.402,0
V0295,10,4,0.07700000000000003,-0.41,0
V0295,10,3,0.022100000000000036,-0.593,0
V0295,10,2,0.05750000000000002,-0.475,0
V0295,10,1,0.007400000000000018,-0.642,0
V0295,10,0,0.01580000000000001,-0.614,0
V0295,15,7,0.05750000000000002,-0.475,0
V0295,15,6,0.007400000000000018,-0.642,0
V0295,15,5,0.01580000000000001,-0.614,0
V0295,15,4,0.0338,-0.554,0
V0295,15,3,0.0,-0.694,0
V0295,15,2,0.0,-0.742,0
V0295,15,1,0.0,-0.703,0
V0295,15,0,0.0032000000000000084,-0.656,0
V0295,16,7,0.007400000000000018,-0.642,0
V0295,16,6,0.01580000000000001,-0.614,0
V0295,16,5,0.0338,-0.554,0
V0295,16,4,0.0,-0.694,0
V0295,16,3,0.0,-0.742,0
V0295,16,2,0.0,-0.703,0
V0295,16,1,0.0032000000000000084,-0.656,0
V0295,16,0,0.003500000000000003,-0.655,0
V0295,17,7,0.01580000000000001,-0.614,0
V0295,17,6,0.0338,-0.554,0
V0295,17,5,0.0,-0.694,0
V0295,17,4,0.0,-0.742,0
V0295,17,3,0.0,-0.703,0
V0295,17,2,0.0032000000000000084,-0.656,0
V0295,17,1,0.003500000000000003,-0.655,0
V0295,17,0,0.0,-0.715,0
V0295,18,7,0.0338,-0.554,0
V0295,18,6,0.0,-0.694,0
V0295,18,5,0.0,-0.742,0
V0295,18,4,0.0,-0.703,0
V0295,18,3,0.0032000000000000084,-0.656,0
V0295,18,2,0.003500000000000003,-0.655,0
V0295,18,1,0.0,-0.715,0
V0295,18,0,0.023300000000000015,-0.589,0
V0295,20,7,0.0,-0.742,0
V0295,20,6,0.0,-0.703,0
V0295,20,5,0.0032000000000000084,-0.656,0
V0295,20,4,0.003500000000000003,-0.655,0
V0295,20,3,0.0,-0.715,0
V0295,20,2,0.023300000000000015,-0.589,0
V0295,20,1,0.021800000000000014,-0.594,0
V0295,20,0,0.0,-0.797,0
V0295,23,7,0.003500000000000003,-0.655,0
V0295,23,6,0.0,-0.715,0
V0295,23,5,0.023300000000000015,-0.589,0
V0295,23,4,0.021800000000000014,-0.594,0
V0295,23,3,0.0,-0.797,0
V0295,23,2,0.024800000000000016,-0.584,0
V0295,23,1,0.0,-0.759,0
V0295,23,0,0.0,-0.74,0
V0296,7,6,0.164,-0.12,0
V0296,7,5,0.04490000000000002,-0.517,0
V0296,7,4,0.12110000000000001,-0.263,0
V0296,7,3,0.06740000000000002,-0.442,0
V0296,7,2,0.07700000000000003,-0.41,0
V0296,7,1,0.09440000000000003,-0.352,0
V0296,7,0,0.09620000000000002,-0.346,0
V0296,14,7,0.09620000000000002,-0.346,0
V0296,14,6,0.10550000000000001,-0.315,0
V0296,14,5,0.09320000000000002,-0.356,0
V0296,14,4,0.07580000000000002,-0.414,0
V0296,14,3,0.05930000000000002,-0.469,0
V0296,14,2,0.05750000000000002,-0.475,0
V0296,14,1,0.028400000000000036,-0.572,0
V0296,14,0,0.12470000000000002,-0.251,0
V0297,16,7,0.4748,-0.084,1
V0297,16,6,0.1892,-0.036,0
V0297,16,5,0.266,0.22,0
V0297,16,4,0.2117,0.039,0
V0297,16,3,0.1706,-0.098,0
V0297,16,2,0.1403,-0.199,0
V0297,16,1,0.2006,0.002,0
V0297,16,0,0.16310000000000002,-0.123,0
V0297,19,7,0.2117,0.039,0
V0297,19,6,0.1706,-0.098,0
V0297,19,5,0.1403,-0.199,0
V0297,19,4,0.2006,0.002,0
V0297,19,3,0.16310000000000002,-0.123,0
V0297,19,2,0.1301,-0.233,0
V0297,19,1,0.4658,-0.114,1
V0297,19,0,0.06140000000000001,-0.462,0
V0297,20,7,0.1706,-0.098,0
V0297,20,6,0.1403,-0.199,0
V0297,20,5,0.2006,0.002,0
V0297,20,4,0.16310000000000002,-0.123,0
V0297,20,3,0.1301,-0.233,0
V0297,20,2,0.4658,-0.114,1
V0297,20,1,0.06140000000000001,-0.462,0
V0297,20,0,0.09320000000000002,-0.356,0
V0297,21,7,0.1403,-0.199,0
V0297,21,6,0.2006,0.002,0
V0297,21,5,0.16310000000000002,-0.123,0
V0297,21,4,0.1301,-0.233,0
V0297,21,3,0.4658,-0.114,1
V0297,21,2,0.06140000000000001,-0.462,0
V0297,21,1,0.09320000000000002,-0.356,0
V0297,21,0,0.0695,-0.435,0
V0297,22,7,0.2006,0.002,0
V0297,22,6,0.16310000000000002,-0.123,0
V0297,22,5,0.1301,-0.233,0
V0297,22,4,0.4658,-0.114,1
V0297,22,3,0.06140000000000001,-0.462,0
V0297,22,2,0.09320000000000002,-0.356,0
V0297,22,1,0.0695,-0.435,0
V0297,22,0,0.11360000000000002,-0.288,0
V0297,23,7,0.16310000000000002,-0.123,0
V0297,23,6,0.1301,-0.233,0
V0297,23,5,0.4658,-0.114,1
V0297,23,4,0.06140000000000001,-0.462,0
V0297,23,3,0.09320000000000002,-0.356,0
V0297,23,2,0.0695,-0.435,0
V0297,23,1,0.11360000000000002,-0.288,0
V0297,23,0,0.03290000000000001,-0.557,0
V0299,14,7,0.3017,0.339,0
V0299,14,6,0.2063,0.021,0
V0299,14,5,0.1889,-0.037,0
V0299,14,4,0.2213,0.071,0
V0299,14,3,0.5222,0.074,1
V0299,14,2,0.1724,-0.092,0
V0299,14,1,0.13340000000000002,-0.222,0
V0299,14,0,0.19820000000000002,-0.006,0
V0299,17,7,0.2213,0.071,0
V0299,17,6,0.5222,0.074,1
V0299,17,5,0.1724,-0.092,0
V0299,17,4,0.13340000000000002,-0.222,0
V0299,17,3,0.19820000000000002,-0.006,0
V0299,17,2,0.1844,-0.052,0
V0299,17,1,0.1781,-0.073,0
V0299,17,0,0.20120000000000002,0.004,0
V0299,18,7,0.5222,0.074,1
V0299,18,6,0.1724,-0.092,0
V0299,18,5,0.13340000000000002,-0.222,0
V0299,18,4,0.19820000000000002,-0.006,0
V0299,18,3,0.1844,-0.052,0
V0299,18,2,0.1781,-0.073,0
V0299,18,1,0.20120000000000002,0.004,0
V0299,18,0,0.1766,-0.078,0
V0299,19,7,0.1724,-0.092,0
V0299,19,6,0.13340000000000002,-0.222,0
V0299,19,5,0.19820000000000002,-0.006,0
V0299,19,4,0.1844,-0.052,0
V0299,19,3,0.1781,-0.073,0
V0299,19,2,0.20120000000000002,0.004,0
V0299,19,1,0.1766,-0.078,0
V0299,19,0,0.16160000000000002,-0.128,0
V0300,2,1,0.137,-0.21,0
V0300,2,0,0.08150000000000002,-0.395,0
V0300,7,6,0.137,-0.21,0
V0300,7,5,0.08150000000000002,-0.395,0
V0300,7,4,0.0971,-0.343,0
V0300,7,3,0.1019,-0.327,0
V0300,7,2,0.08480000000000001,-0.384,0
V0300,7,1,0.4037,-0.321,1
V0300,7,0,0.15860000000000002,-0.138,0
V0300,14,7,0.15860000000000002,-0.138,0
V0300,14,6,0.18200000000000002,-0.06,0
V0300,14,5,0.13520000000000001,-0.216,0
V0300,14,4,0.04880000000000001,-0.504,0
V0300,14,3,0.1295,-0.235,0
V0300,14,2,0.07010000000000002,-0.433,0
V0300,14,1,0.3497,-0.501,1
V0300,14,0,0.1301,-0.233,0
V0300,18,7,0.1295,-0.235,0
V0300,18,6,0.07010000000000002,-0.433,0
V0300,18,5,0.3497,-0.501,1
V0300,18,4,0.1301,-0.233,0
V0300,18,3,0.0,-0.704,0
V0300,18,2,0.04880000000000001,-0.504,0
V0300,18,1,0.06290000000000001,-0.457,0
V0300,18,0,0.04400000000000001,-0.52,0
V0300,19,7,0.07010000000000002,-0.433,0
V0300,19,6,0.3497,-0.501,1
V0300,19,5,0.1301,-0.233,0
V0300,19,4,0.0,-0.704,0
V0300,19,3,0.04880000000000001,-0.504,0
V0300,19,2,0.06290000000000001,-0.457,0
V0300,19,1,0.04400000000000001,-0.52,0
V0300,19,0,0.3701,-0.433,1
V0300,20,7,0.3497,-0.501,1
V0300,20,6,0.1301,-0.233,0
V0300,20,5,0.0,-0.704,0
V0300,20,4,0.04880000000000001,-0.504,0
V0300,20,3,0.06290000000000001,-0.457,0
V0300,20,2,0.04400000000000001,-0.52,0
V0300,20,1,0.3701,-0.433,1
V0300,20,0,0.062,-0.46,0
V0300,21,7,0.1301,-0.233,0
V0300,21,6,0.0,-0.704,0
V0300,21,5,0.04880000000000001,-0.504,0
V0300,21,4,0.06290000000000001,-0.457,0
V0300,21,3,0.04400000000000001,-0.52,0
V0300,21,2,0.3701,-0.433,1
V0300,21,1,0.062,-0.46,0
V0300,21,0,0.07190000000000002,-0.427,0
V0302,7,6,0.2516,0.172,0
V0302,7,5,0.2189,0.063,0
V0302,7,4,0.2147,0.049,0
V0302,7,3,0.2162,0.054,0
V0302,7,2,0.2882,0.294,0
V0302,7,1,0.2363,0.121,0
V0302,7,0,0.23420000000000002,0.114,0
V0303,4,3,0.13730000000000003,-0.209,0
V0303,4,2,0.13640000000000002,-0.212,0
V0303,4,1,0.1019,-0.327,0
V0303,4,0,0.14150000000000001,-0.195,0
V0303,17,7,0.09770000000000001,-0.341,0
V0303,17,6,0.4238,-0.254,1
V0303,17,5,0.11270000000000002,-0.291,0
V0303,17,4,0.09440000000000003,-0.352,0
